:START_ID,:END_ID,:TYPE,subject_entity,object_entity,source_type
RAWLINSON,INSIDER,TELL,ORG,PERSON,News
TESLA,VEHICLES,PRODUCE,PRODUCT,GPE,News
BATTERIES,TESLA,USE,GPE,PRODUCT,News
INTEL,REVENUE,REPORT,ORG,PRODUCT,News
FIORANI,INSIDER,TELL,PERSON,PERSON,News
VALENTE,MARKETWATCH,TELL,PERSON,ORG,News
FAMILIES,ELECTRONICS,BUY,ORG,ORG,News
GOODS,SOMETHING,BUY,ORG,PERSON,News
TESLA,SUBSCRIPTIONS,OFFERING,PRODUCT,ORG,News
GENERAL_MOTORS,FORD_MOTOR_CO.,SUE,ORG,ORG,News
CRITICS,TESLA,ATTACK,ORG,PRODUCT,News
GROWTH,CHIPS,SERVE,ORG,ORG,News
CUSTOMERS,POWERWALL,TELL,ORG,ORG,News
MUSK,SUPPLY,DOUBLE,ORG,ORG,News
GROWTH,BUSINESS,SLOW,ORG,GPE,News
APPLE,CHIPS_FOR,STOCKPILE,ORG,ORG,News
COOK,REUTERS,TELL,PERSON,ORG,News
GAMERS,NVIDIA,BUY,ORG,ORG,News
REUTERS,COOK,TELL,ORG,PERSON,News
CHIP_SHORTAGES,MACS,SELL,PERSON,PERSON,News
EARNINGS,EXPECTATIONS,EXCEED,ORG,PERSON,News
AMAZON,BITCOIN,ACCEPT,ORG,GPE,News
AMAZON,CRYPTO,EXPLORE,ORG,GPE,News
APPLE_INC,GROWTH,FORECAST,ORG,ORG,News
INTEL_CORP.,ADVANCED_MICRO_DEVICES,FIGHT,ORG,ORG,News
CANADA,AMERICANS,ENTER,GPE,NORP,News
QUALCOMM,REVENUE,PREDICT,PERSON,PRODUCT,News
ANALYST_DANIEL_IVES,APPLES,APPLAUD,ORG,GPE,News
GETTY_IMAGESIT,SONY_INTERACTIVE_ENTERTAINMENT,SELL,PERSON,ORG,News
TOYOTA,RAV4,SHIPPING,ORG,PERSON,News
THE_WHITE_HOUSE,DONALD_TRUMP,WIN,ORG,PERSON,News
DEMAND,SUPPLY,MEET,ORG,ORG,News
FORD,EARNINGS,REPORT,ORG,ORG,News
TOKYO,THE_OLYMPIC_GAMES,HOST,GPE,EVENT,News
QUALCOMM,EARNINGS,EXPECTATIONTOPPE,PERSON,ORG,News
XILINX_XLNX,EARNINGS,REPORT,PERSON,ORG,News
COMPANIES,PRODUCTS,MANUFACTURE,ORG,ORG,News
APPLE,TESLA,BUY,ORG,PRODUCT,News
EMPLOYERS,WORKERS,HIRE,GPE,ORG,News
THE_FED,INFLATION,REIN,ORG,ORG,News
AMERICANS,THINGS,IMAGINE,NORP,GPE,News
GOVERNMENT,MONEY,PRINT,ORG,ORG,News
SPLACH,INDIEGOGO,FUND,PERSON,ORG,News
FISKER,COMPANY,TURN,ORG,ORG,News
MOTORS,LUCID_GROUP,EXPAND,ORG,ORG,News
SALES,INVENTORY,OUTPACE,PRODUCT,ORG,News
CARMAKER_STELLANTIS,CARMAKER,LIFT,ORG,ORG,News
SUCCESS,CHIPS,SELL,ORG,ORG,News
BMW,5.2,SLIDE,ORG,PRODUCT,News
MARKET,SOFTWARE,BUILD,PERSON,ORG,News
MARVELL,INNOVIUM,BUY,ORG,GPE,News
TOKYO,JAPAN_INC.,STOP,GPE,ORG,News
TOKYO,WAGES,STOP,GPE,PERSON,News
RETAILMENOTS_MCGRATH,USA_TODAY,TELL,PRODUCT,ORG,News
REPORT,EXPECTATIONS,EXCEED,ORG,PERSON,News
INC_TSLA.O.,MONEY,WASTE,PERSON,ORG,News
YANG,REUTERS,TELL,PERSON,ORG,News
THE_WHITE_HOUSE,MANUFACTURING,REVITALIZE,ORG,ORG,News
THE_WHITE_HOUSE,SHORTAGES,FACE,ORG,ORG,News
TRANSPORTATION,FIRMS,RANGE,ORG,ORG,News
FOCUS,COMPLIANCE,MERIT,PRODUCT,PRODUCT,News
TIME,THE_CENTRAL_BANK,AIM,ORG,ORG,News
BEN_CASSELMAN,REPORTING,CONTRIBUTE,PERSON,ORG,News
CUSTOMERS,NEEDS,PRESS,ORG,PERSON,News
MAYS,MARKETWATCH,TELL,PERSON,ORG,News
HIRING,EMPLOYERS,GAIN,PERSON,GPE,News
CNN_BUSINESS,USERS,CONVINCE,ORG,ORG,News
JIM_CRAMER,FORD,LIST,PERSON,ORG,News
FORD,FORD_F150_LIGHTNING,UNVEIL,ORG,ORG,News
GENERAL_MOTORS,STATIONS,CHARGE,ORG,PERSON,News
CHIP_SHORTAGES,ENTEGRIS,HIT,PERSON,ORG,News
SPENDING,PACE,KEEP,GPE,ORG,News
EMPLOYERS,WAGES,RAISE,GPE,PERSON,News
CANADA_DRIVES,CANADA,USE,PERSON,GPE,News
GREEN,TECHCRUNCH,TELL,PERSON,ORG,News
AMD,REVENUE,REPORT,ORG,PRODUCT,News
REPORT,EARNINGS,POST,ORG,ORG,News
HOME_DEPOT,SHOPPERS,VISIT,PERSON,PERSON,News
GLOBALFOUNDRIES,ARM,LEND,ORG,ORG,News
TAIWANS_FOREIGN_MINISTRY,REUTERS,TELL,ORG,ORG,News
U.S.,TAIWAN,SEND,GPE,GPE,News
GLOBALFOUNDRIES_INC,MUBADALA,MERGE,ORG,PERSON,News
NVIDIA,REVENUE,FORECAST,ORG,PRODUCT,News
CONCERNS,LARGE,LOOM,PERSON,ORG,News
WANG,AL_JAZEERA,TELL,PERSON,ORG,News
APPLE,APPLES,SELL,ORG,GPE,News
STOCKS,EXPECTATIONS,FAIL,PERSON,PERSON,News
MANUFACTURERS,CHIP_SHORTAGES,FACE,ORG,PERSON,News
HARDWARE,TESLA,JOIN,ORG,PRODUCT,News
GOODS,COMPANIES,MANUFACTURE,ORG,ORG,News
SALEM,CNBC,TELL,GPE,ORG,News
MASON_TRINCA,CNBC,TELL,ORG,ORG,News
CHIPS,PRODUCTS,USE,ORG,ORG,News
CUSTOMERS,SOMETHING,FIND,ORG,PERSON,News
SAFETY,VEO,FOCUS,PERSON,PERSON,News
NYC,BIRD,LAUNCH,ORG,ORG,News
GOOGLE_MAPS,BIRD,INTEGRATE,PERSON,ORG,News
LIME,MOOVIT,JOIN,ORG,GPE,News
THE_UK_GOVERNMENT,REE_AUTOMOTIVE,AWARD,ORG,ORG,News
VOLKSWAGEN,REUTERS_VOLKSWAGEN,TELL,ORG,ORG,News
TESLA,COMPANY,BE,PRODUCT,ORG,News
BILL_ACKMAN,WARREN_BUFFETT,EXPLAIN,PERSON,PERSON,News
DE_GEUS,SYNOPSYS,START,PERSON,PERSON,News
HARRIS,FEARS,ALLAY,PERSON,PERSON,News
INVESTMENT,SAMSUNG_GROUP,INCREASE,ORG,ORG,News
VENTUREBEAT,NAG,TELL,ORG,ORG,News
EMAIL,NAG,TELL,ORG,ORG,News
CONSUMERS,APPLE,PASS,GPE,ORG,News
TRUECAR,CONSUMERS,ENABLE,ORG,GPE,News
VIETNAM,MANUFACTURERS,TELL,GPE,ORG,News
THE_TRUMP_ADMINISTRATION,HUAWEI,EXCLUDE,ORG,GPE,News
JEREMY_OLIVIER,VERDICT,TELL,PERSON,ORG,News
TAIWAN,COVID,WEATHER,GPE,PERSON,News
BANKS,DATA,SPENDING,ORG,ORG,News
HII,DANNY_HERNANDEZ,SUCCEED,ORG,PERSON,News
HII,BECI_BRENTON,SUCCEED,ORG,PERSON,News
ENDERS,TRADING,ADVISE,ORG,PRODUCT,News
INTEL_CORP.,THE_BIDEN_ADMINISTRATION,LOBBY,ORG,ORG,News
GITLIN,CNN_BUSINESS,TELL,PERSON,ORG,News
BAKER,SNAPEDA,CREATE,PERSON,PERSON,News
JACK_DORSEY,GIANT,FIND,PERSON,ORG,News
JACK_DORSEY,GIANT,RUN,PERSON,ORG,News
TRIMBLE,SALES,EXPAND,ORG,PRODUCT,News
CUSTOMERS_INVENTORIES,BACKLOGS,EXPAND,ORG,PERSON,News
CHIP_SHORTAGES,TOYOTA,SLASH,PERSON,ORG,News
TESLA_INC_REPORT,GIGAFACTORY,SHARE,ORG,PERSON,News
INVENTORY,COMPANIES,SCRAMBLE,ORG,ORG,News
RADNET,ARTIFICIAL_INTELLIGENCE,DEPLOY,ORG,ORG,News
RADNET,MACHINE,DEPLOY,ORG,ORG,News
TOYOTA_TM,AAPL_REPORT,VISIT,ORG,ORG,News
CHIP_SHORTAGES,TOYOTA,CLOSE,PERSON,ORG,News
BARACK_OBAMA,BIDEN,SERVE,PERSON,PERSON,News
DOWNTIME,PRIVACY_POLICYGENERAL_MOTORS,ADD,ORG,ORG,News
EMPLOYERS,PAY,RAISE,GPE,GPE,News
CHIP_SHORTAGES,GETTY_IMAGESTOYOTA,CLOSE,PERSON,PERSON,News
CHIP_SHORTAGES,CURB_AUTO_EMISSIONS,FORCE,PERSON,ORG,News
WEIR,THE_COMPANY,LIKE,PERSON,ORG,News
KEITH_BOSSE,STARLINK,TELL,PERSON,PERSON,News
KEITH_BOSSE,INSIDER,TELL,PERSON,PERSON,News
NIOS,PUSH,FUNDRAISE,PERSON,ORG,News
SPACEX,MANUFACTURING,BOOST,ORG,ORG,News
COVID19,EVERYONE,VACCINATE,PERSON,ORG,News
VOLKSWAGEN,THE_SUPREME_COURT,REVERSE,ORG,ORG,News
STORES,APPS,OFFER,ORG,ORG,News
THE_U.S.,APPLE,BUILD,ORG,ORG,News
THE_U.S.,APPLE,EXPORT,ORG,ORG,News
INTEL,CHIP_SHORTAGES,SUFFER,ORG,PERSON,News
MICROSOFT,USERS,BUY,ORG,ORG,News
APP_STORES,APPLE,HOST,ORG,ORG,News
APPLE,DEVELOPERS,PROHIBIT,ORG,PERSON,News
APPLE,DEVELOPERS,BLOCK,ORG,PERSON,News
NEW_IPHONES,APPLE,INTRODUCE,GPE,ORG,News
USERS,DISPO,SELL,ORG,GPE,News
APPLE_MUSIC,SHAZAM,ADDRESS,ORG,ORG,News
AMAZON,ANDROID,SUPPORT,ORG,ORG,News
CONTINENTAL,PARTNERSHIPS,PURSUE,ORG,NORP,News
DEVELOPERS,USERS,ROUTE,PERSON,ORG,News
2022,SUPPLY,CONSTRICT,PRODUCT,ORG,News
CAPACITY,INFINEON,ADD,ORG,ORG,News
GENERAL_MOTORS,CHIPS,BUY,ORG,ORG,News
RAILROADS,GOODS,HAUL,ORG,ORG,News
STOWELL,FALCK,PRAISE,PERSON,PERSON,News
HERTZ,BUYERS,FIND,GPE,ORG,News
HEARSCH,REUTERS,TELL,PERSON,ORG,News
INSTACART,RETAILERS,BUILDING,ORG,PERSON,News
MARKETS,NEWS,WELCOME,ORG,ORG,News
CHIPMAKERS,PACE,KEEP,PRODUCT,ORG,News
F_LEARN,JIM_CRAMER,BUY,PERSON,PERSON,News
F_LEARN,JIM_CRAMER,SELL,PERSON,PERSON,News
THE_WHITE_HOUSE,SEMICONDUCTOR,HEAD,ORG,ORG,News
THE_WHITE_HOUSE,COMPANIES,CLARIFY,ORG,ORG,News
THE_WHITE_HOUSE,DEMAND,CLARIFY,ORG,ORG,News
THE_BIDEN_ADMINISTRATION,CONGRESS,ENACT,ORG,ORG,News
GETTY_IMAGESMUSK,ELKANN,THANK,PERSON,PERSON,News
TIME,NOTHING,CURE,ORG,GPE,News
NEW_YORK,LONG_BEACH,SURPASS,GPE,GPE,News
CHINAIN,GOODS,COME,PERSON,ORG,News
CUSTOMERS,SHORTAGES,EXPECT,ORG,ORG,News
THE_WHITE_HOUSE,APPLE,INVITE,ORG,ORG,News
INFLATION,THE_FEDERAL_RESERVE,INCREASE,ORG,ORG,News
NEIDERMEYER,TECHCRUNCH,TELL,ORG,ORG,News
FITTIPALDI,TECHCRUNCH,TELL,PERSON,ORG,News
SAFETY,TECH,ADDRESS,PERSON,ORG,News
FORD_MOTOR_CO.,REDWOOD_MATERIALS,TAP,ORG,ORG,News
NYCBASED_PAVE_MOTORS,BATTERY_MODULES,REPLACE,ORG,PRODUCT,News
ONSTAR,ONSTAR_GUARDIAN,EXPAND,PERSON,ORG,News
BLACKBERRY_LIMITED_REPORT,REVENUES,RELEASE,ORG,PERSON,News
REVENUES,EXPECTATIONS,LAG,PERSON,PERSON,News
FARLEY,THE_FREE_PRESS,TELL,PERSON,ORG,News
DEALERSHIPS,VEHICLES,SELL,PERSON,GPE,News
DEALERSHIPS,VEHICLES,WANT,PERSON,GPE,News
THE_UNITED_STATES,FIRMS,PROVIDE,GPE,ORG,News
INFORMATION,COMPANIES,PROVIDE,ORG,ORG,News
WARREN,POWELL,TELL,PERSON,PERSON,News
POWELL,LAWMAKERS,TELL,PERSON,PERSON,News
VEHICLES,LOTS,FLY,GPE,PERSON,News
HYUNDAI,SALES,REPORT,ORG,PRODUCT,News
PLANTS,VEHICLES,HOLD,ORG,GPE,News
CHIP_SHORTAGES,PLANTS,IDLE,PERSON,ORG,News
TESLA,EXPECTATIONS,BEAT,PRODUCT,PERSON,News
TESLA_INC.,SALES,BREAK,ORG,PRODUCT,News
EMPLOYEES,EVERYONE,URGE,ORG,ORG,News
CONGRESS,FRANCES_HAUGEN,TESTIFY,ORG,PERSON,News
VIJAYAN,TECHCRUNCH,TELL,PERSON,ORG,News
THE_WHITE_HOUSE,CONGRESS,FUND,ORG,ORG,News
RFI,INFORMATION,SEEK,ORG,ORG,News
MANUFACTURERS,FRONT,BACKEND,ORG,ORG,News
TIBCO,SWITCH,DEPLOY,ORG,ORG,News
COVID,OHIO,STRIKE,PERSON,GPE,News
FARMERS,SIGNS,SPOT,ORG,PERSON,News
LABOR,FARMERS,TELL,ORG,ORG,News
GLOFO,CASH,GENERATE,GPE,PERSON,News
NEWLANDS,PROGRAM,COMMENT,PERSON,ORG,News
NUCOR,STOCK,BUY,ORG,ORG,News
WORONKA,HANNAH_SAMPSON,TELL,GPE,PERSON,News
HERTZ,DEMAND,PREDICT,GPE,ORG,News
UPDATES,APPLE,RELEASE,GPE,ORG,News
CHIPS,CARMAKERS,SOURCE,ORG,ORG,News
CONSUMERS,GAMES,PURCHASE,GPE,PRODUCT,News
ELON_MUSK,GIGA_TEXAS,DUB,PERSON,PERSON,News
INFLATION,EVERYONES,WORRY,ORG,GPE,News
INFLATION,EVERYONE,OBSESS,ORG,ORG,News
2021,MODEL_Y,CUT,PRODUCT,PRODUCT,News
TRUMP,AMERICANS,LEAVE,ORG,NORP,News
CHINA,AMERICA,RIP,GPE,GPE,News
THE_US,CHINA,IMPORT,ORG,GPE,News
CHINA,LEADERSHIP,REGAIN,GPE,ORG,News
TYNAN,INSIDER,TELL,PERSON,PERSON,News
MANUFACTURERS,THE_FREE_PRESS,TELL,ORG,ORG,News
MARKETWATCH,SERVICES,HIGHLIGHT,ORG,ORG,News
SEMICONDUCTORS,TABLETS,STAY,GPE,NORP,News
INFLATION,RISKS,POSE,ORG,PRODUCT,News
GARTNER,CHROMEBOOKS,FACTOR,PERSON,PERSON,News
GOLDMAN_SACHS_GS.N,EARNINGS,PUBLISH,ORG,ORG,News
CHIP_SHORTAGES,CARMAKERS,HAMPER,PERSON,ORG,News
PARTNERS,APPLE_INC.,TELL,ORG,ORG,News
APPLE,COMPANIES,COST,ORG,ORG,News
BLOOMBERG,COMPANIES,COST,PERSON,ORG,News
APPLE,IPHONE,CUT,ORG,ORG,News
APPLE,IPHONE,DECREASE,ORG,ORG,News
PARTNERS,APPLE,TELL,ORG,ORG,News
BLOOMBERG,PARTNERS,TELL,PERSON,ORG,News
CUPERTINO,PARTNERS,TELL,GPE,ORG,News
LONGTERM,SOMETHING,CONTINUE,NORP,PERSON,News
CONGRESS,TWITTER,PASS,ORG,GPE,News
DELOITTE_GLOBAL,SERVICES,PROVIDE,PERSON,ORG,News
APPLE,PARTNERS,TELL,ORG,ORG,News
VEHICLES,CONSUMERS,BUY,GPE,GPE,News
HYUNDAI_MOTOR,VEHICLES,DELIVER,ORG,GPE,News
WILLIAM_SHATNER,JEFF_BEZOS,TELL,PERSON,PERSON,News
EXPECTATIONS,DEMAND,MEET,PERSON,ORG,News
TOYOTA,SUPPLIERS,ASK,ORG,NORP,News
APPLE,SUPPLIERS,INFORM,ORG,NORP,News
CUSTOMERS,SERVICES,CONSUME,ORG,ORG,News
THE_CITY_COUNCIL,FALCK,CHOOSE,ORG,PERSON,News
AAPL,APPLE,BUY,ORG,ORG,News
AAPL,APPLE,SELL,ORG,ORG,News
HARDWARE_SECURITY_MODULES_HSM,CHIPS,BANKGRADE,ORG,ORG,News
RETAILERS,STOCK,RACE,PERSON,ORG,News
UNICREDIT,CLIENTS,TELL,ORG,ORG,News
AMERICANS,DELTA,AVOID,NORP,ORG,News
BUSINESSES,WORKERS,FIND,PERSON,ORG,News
CUSTOMERS,SMARTPHONE,EXPECT,ORG,PRODUCT,News
DAVIS,INSIDER,TELL,PERSON,PERSON,News
SPACEX,CUSTOMERS,TELL,ORG,ORG,News
CUSTOMERS,INSIDER,TELL,ORG,PERSON,News
INSIDER,100,PAY,PERSON,PRODUCT,News
INSIDER,MILLS,AVOID,PERSON,ORG,News
GOOGLE,SOMETHING,DEVELOP,ORG,PERSON,News
GOOGLE,QUALCOMM,PAY,ORG,PERSON,News
AMERICANS,MONEY,SPENDING,NORP,ORG,News
AIRLINES,SALES,REPORT,ORG,PRODUCT,News
SUPPLY,DEALERSHIPS,RUN,ORG,PERSON,News
MANUFACTURERS,DEALERSHIPS,RUN,ORG,PERSON,News
VOLKSWAGENS_PROJECT_TRINITY,VOLKSWAGEN,REVOLUTIONIZE,ORG,ORG,News
TESLA,CHINA,ACCELERATE,PRODUCT,GPE,News
KANE_PIN,KANE,CHANGE,PERSON,PERSON,News
REVENUE,EARNINGS,SOAR,PRODUCT,ORG,News
EVERYONE,CLOUD,START,ORG,PRODUCT,News
GOOGLE,GOOGLE_PIXEL_6,UNVEIL,ORG,ORG,News
CHINA,AMERICA,ECLIPSE,GPE,GPE,News
YEUNG,QUARTZ,TELL,PERSON,ORG,News
CHINA,THE_UNITED_STATES,ECLIPSE,GPE,GPE,News
INTEL,EARNINGS,REPORT,ORG,ORG,News
INTEL,EXPECTATIONS,BEAT,ORG,PERSON,News
APPLE,APPLE_INC.,LAUNCH,ORG,ORG,News
APPLE,MACS,TRANSITION,ORG,PERSON,News
APPLE,CHIP,TRANSITION,ORG,PERSON,News
CARMAKERS,CHIPS,USE,ORG,ORG,News
SALESPEOPLE,INSIDER,TELL,ORG,PERSON,News
BUYERS,CHIPS,SELL,ORG,ORG,News
WONG,REUTERS,TELL,PERSON,ORG,News
SOFTWARE,NEWS,RANK,ORG,ORG,News
CUSTOMERS,CHIPS,SELL,ORG,ORG,News
TESLA,SHANGHAI_GIGAFACTORY,OPEN,PRODUCT,GPE,News
ASML,CAPACITY,BOOST,ORG,ORG,News
TESLAS,MODEL_3,SELL,ORG,ORG,News
TRADING,SHARES,RESUME,PRODUCT,PERSON,News
HONG_KONG,SHARES,RESUME,GPE,PERSON,News
LAUNDRIE,AUTHORITIES,SEARCH,PERSON,ORG,News
TESLA,MONEY,RAKE,PRODUCT,ORG,News
TESLA_INC.,REVENUE,REPORT,ORG,PRODUCT,News
TESLA_INC.,GROWTH,INCREASE,ORG,ORG,News
CHIP_SHORTAGES,HP_INC.,BEDEVIL,PERSON,ORG,News
NAVITAS,CASH,EXPAND,PERSON,PERSON,News
SUBSCRIBE,MICRON,INVEST,PERSON,ORG,News
CAPITAL_EXPENDITURES,MICRON,INVEST,ORG,ORG,News
MEHROTRA,CNBC,TELL,PERSON,ORG,News
EMAIL,SANDY_MAZZA,REACH,ORG,PERSON,News
INC._REPORT,FORD,RALLY,ORG,ORG,News
REPORT,ROBINHOOD,VINDICATE,ORG,ORG,News
BROKERS,COMMISSIONS,CHARGE,ORG,ORG,News
SIENNA,SALES,LEAD,ORG,PRODUCT,News
GELSINGER,INTEL,JOIN,PERSON,ORG,News
SMARTPHONE,NICOLE_LEE,SELL,PRODUCT,PERSON,News
GLOBALFOUNDRIES_INC.,SHARES,LIST,ORG,PERSON,News
GLOBALFOUNDRIES,GLOBALFOUNDRIES_IPO,LAUNCH,ORG,ORG,News
GLOBALFOUNDRIES,CASH,REPORT,ORG,PERSON,News
USERS,MILES,EARN,ORG,PERSON,News
ZOOX,SEATTLE,EYE,GPE,GPE,News
ZOOX,SEATTLE,PICK,GPE,GPE,News
THE_FINANCIAL_TIMES,HUW_PILL,TELL,ORG,PERSON,News
EXPECTATIONS,EARNINGS,BEAT,PERSON,ORG,News
FIELDS,USA_TODAY,TELL,ORG,ORG,News
HERTZ,TESLA,CHOOSE,GPE,PRODUCT,News
HERTZ,EVS,BUY,GPE,PERSON,News
CUSTOMERS,VEHICLES,CHARGE,ORG,GPE,News
HERTZ,PUSH,HELP,GPE,ORG,News
TESLA,CAPITAL,RAISE,PRODUCT,ORG,News
WORKERS,AMAZON,NOTIFY,ORG,ORG,News
GOODS,LINKS,BUY,ORG,ORG,News
THE_COMMERCE_DEPARTMENT,DATA,PUBLISH,ORG,ORG,News
HERTZ,HERTZ_TESLAS,RENT,GPE,PERSON,News
HERTZ,TESLA_3S,RENT,GPE,PRODUCT,News
TOYOTAS_COROLLA,VEHICLES,SELL,PERSON,GPE,News
HERTZ,MODEL_3S,OFFER,GPE,ORG,News
TESLA,EVS,BUY,PRODUCT,PERSON,News
THE_BIDEN_ADMINISTRATIONS,SPENDING,UPCOME,ORG,GPE,News
THE_BIDEN_ADMINISTRATIONS,DEMAND,COOL,ORG,ORG,News
REVENUES,EXPECTATIONS,EXCEED,PERSON,PERSON,News
AMD,REVENUE,GAIN,ORG,PRODUCT,News
CHIP_SHORTAGES,MANUFACTURERS,HIT,PERSON,ORG,News
THE_BIDEN_ADMINISTRATION,AMERICANS,SELL,ORG,NORP,News
TRIMBLE_TRMB,SALES,EXPAND,ORG,PRODUCT,News
BANKS,STOCKS,PULL,ORG,PERSON,News
COOK,REUTERS_NEWS,TELL,PERSON,ORG,News
STORES,CONSUMERS,RETURN,ORG,GPE,News
APPLE,CHIPS,BUY,ORG,ORG,News
AAPL_REPORT,SALES,POST,ORG,PRODUCT,News
CUSTOMERSRE,SALES,DANGLE,PERSON,PRODUCT,News
CONCERNS,SAMSUNG_ELECTRONICS_CO.,EXPRESS,PERSON,ORG,News
APPLE_INC.,MICROSOFT_CORP.,OVERTAKE,ORG,ORG,News
MICROSOFT_CORP.,CHIP_SHORTAGES,FACE,ORG,PERSON,News
CHIP_SHORTAGES,APPLE,COST,PERSON,ORG,News
MICROSOFT,APPLE,PASS,ORG,ORG,News
APPLE,REVENUE,POST,ORG,PRODUCT,News
COMPANIES,INFORMATION,HAND,ORG,ORG,News
DEMOCRATS,CHINA,CHANGE,NORP,GPE,News
HOME,EVERYONE,STICK,ORG,ORG,News
CRAMER,TARGET,SWAP,ORG,GPE,News
VENDORS,PRODUCTS,FINISH,PRODUCT,ORG,News
DUPONT,SHARES,BUY,ORG,PERSON,News
CHIP_SHORTAGES,SUPPLY,CONSTRAIN,PERSON,ORG,News
COMPANIES,FEARS,SPY,ORG,PERSON,News
COMPANIES,THE_US,BAN,ORG,ORG,News
THE_COMMERCE_DEPARTMENT,HUAWEI,ACCUSE,ORG,GPE,News
HUAWEI,HARMONY_OS,BRING,GPE,PERSON,News
CHINA,HUAWEI,USE,GPE,GPE,News
FCC,DATA,COLLECT,ORG,ORG,News
SENATE,BILL,PASS,ORG,PRODUCT,News
HUAWEI,HUAWEI_P40_PRO,LAUNCH,GPE,PERSON,News
FEB,VERIZON,HIT,GPE,GPE,News
HUAWEI,FCC,DROP,GPE,ORG,News
THE_US,HUAWEI,BLOCK,ORG,GPE,News
HUAWEI,AUSTRALIA,EMBRACE,GPE,GPE,News
HUAWEI,IPHONE,BEAT,GPE,ORG,News
FEDEX,THE_COMMERCE_DEPARTMENT,SUE,ORG,ORG,News
HUAWEI,HARMONY_OS,TRADEMARK,GPE,ORG,News
HUAWEI,EMPLOYEES,CANCEL,GPE,ORG,News
CHINA,BRITAIN,PUSH,GPE,GPE,News
HUAWEI,HARMONY_OS,DEVELOP,GPE,ORG,News
HUAWEI,ANDROID,USE,GPE,ORG,News
CONSUMERS,SHORTAGES,SUPPLY,GPE,ORG,News
UBS,STOCKS,PREFER,ORG,PERSON,News
REUTERS,AMON,TELL,ORG,PERSON,News
AMON,REUTERS,TELL,PERSON,ORG,News
NINTENDO,TARGETS,RAISE,NORP,NORP,News
APPLE,DEMAND,MEET,ORG,ORG,News
SEMICONDUCTORS,PRODUCTS,CONSUME,GPE,ORG,News
AMD,REVENUE,GUIDE,ORG,PRODUCT,News
THE_U.S.,INFORMATION,VOLUNTEER,ORG,ORG,News
COMPANIES,INFORMATION,VOLUNTEER,ORG,ORG,News
INVENTORIES,INFORMATION,RELATE,ORG,ORG,News
COMPANIES,THOMAS_PALLINIINSIDERTHE_PORTS,FAVOR,ORG,PERSON,News
SHIPPERS,COMPANIES,LOSE,ORG,ORG,News
COMPANIES,SHIPPERS,LOSE,ORG,ORG,News
THOMAS,NOTHING,PALLINIINSIDERTHERE,PERSON,GPE,News
COMPANIES,CONTAINERS,FILL,ORG,ORG,News
COMPANIES,GOODS,SHIP,ORG,ORG,News
EVGA,BOTS,SELL,ORG,ORG,News
BMW,CARMAKERS,DITCH,ORG,ORG,News
MITSUBISHI,CONSUMER_REPORTS,TELL,ORG,ORG,News
VENTUREBEAT,COFOUNDER,TELL,ORG,ORG,News
LYFT,THINGS,KICK,PERSON,GPE,News
DEFI,FINANCE,DECENTRALIZE,PERSON,ORG,News
CHIP_SHORTAGES,EVERYONE,PLAGUE,PERSON,ORG,News
COMPANIES,CHIPS,USE,ORG,ORG,News
CUSTOMERS,CHIPS,BUY,ORG,ORG,News
CHAILLAN,THE_FINANCIAL_TIMES,TELL,PERSON,ORG,News
COMPANIES,SELLERS,SERVE,ORG,ORG,News
MOOV,EXECUTIVES,HIRE,ORG,ORG,News
THE_U.S.,SMIC,PLACE,ORG,ORG,News
COMPANIES,GOVERNMENTS,PLAY,ORG,NORP,News
LAWMAKERS,DOD,PUSH,PERSON,ORG,News
THE_WHITE_HOUSE,INTEL,DISCOURAGE,ORG,ORG,News
INTELS,THE_WHITE_HOUSE,BRIEF,GPE,ORG,News
TESLA,JON_NGUYEN,SCHEDULE,PRODUCT,PERSON,News
TESLA,CHIP_SHORTAGES,CITE,PRODUCT,PERSON,News
RETAILERS,SEROKA_RETAILERS,TELL,PERSON,ORG,News
MORGAN,INSIDER,TELL,ORG,PERSON,News
CHIPS,POWER,USE,ORG,GPE,News
BLOOMBERG,SOMETHING,REPORT,PERSON,PERSON,News
APPLE,QUALCOMM,SELL,ORG,PERSON,News
AIR,WEVE,PUSH,ORG,PERSON,News
FORD,CAPACITY,RESERVE,ORG,ORG,News
COMPANIES,ENERGY,CONSERVE,ORG,ORG,News
ANALOG_DEVICES,EARNINGS,REPORT,ORG,ORG,News
GABELLI,CHIPS,SELL,ORG,ORG,News
NXP,CHIPS,SELL,ORG,ORG,News
TAIWAN_SEMICONDUCTOR_MANUFACTURING_COMPANY,CREDIT,DESERVE,ORG,PERSON,News
SMITH,SCHUMER,CRITICIZE,ORG,PERSON,News
NVIDIA,INTEL,OUTGROW,ORG,ORG,News
CHINA,THE_U.S.,OUTPACE,GPE,ORG,News
THE_ARIZONA_REPUBLIC,BUTTIGIEG,TELL,GPE,PERSON,News
FEATURES,CUSTOMERS,ADD,ORG,ORG,News
MCGRATH,MARKETWATCH,TELL,PERSON,ORG,News
HART,FULLTIME,WORK,ORG,ORG,News
MOBILE,PRODUCTS,USE,GPE,ORG,News
BIDEN,THE_STRATEGIC_PETROLEUM_RESERVE,TAP,PERSON,ORG,News
SAMSUNG,TEXAS,CHOOSE,ORG,GPE,News
SAMSUNG,TAYLOR,CHOOSE,ORG,GPE,News
THE_BIDEN_ADMINISTRATION,EQUITY,PLACE,ORG,ORG,News
